作曲家,乐曲编码,链接,版权
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 1. Passeggiata - Gnomus,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_1_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 2. Passeggiata - Il vecchio castello,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_2_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 3. Passeggiata - Tuileries,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_3_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 4. Bydlo,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_4_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 5. Passeggiata - Balletto dei pulcini nei loro gusci,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_5_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 6. Samuel Goldenberg et Schmuyle,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_6_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 7. Il mercato di Limoges - Catacombae,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_7_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 8. Cum Mortuis in lingua mortua,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_8_%28c%29galimberti.mid, Dario Galimberti
Mussorgsky,Pictures at an Exhibition / Quadri di un'esposizione for orchestra (by -| 9. Baba-Yaga - La grande porta di Kiev,https://kunstderfuge.com/-/mid.files/mussorgskij_pictures_et_exhibition_9_%28c%29galimberti.mid, Dario Galimberti
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 1a. Magnificat primi toni [d] - Part I (Fugues 1-12),https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_1a_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 1b. Magnificat primi toni [d] - Part II (Fugues 13-23),https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_1b_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 2. Magnificat secundi toni [g],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_2_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 3. Magnificat tertii toni [G],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_3_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 4. Magnificat quarti toni [e],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_4_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 5. Magnificat quinti toni [F],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_5_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 6. Magnificat sexti toni [F],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_6_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 7. Magnificat septimi toni [c],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_7_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",The Fugues on the Magnificat [94]-| 8. Magnificat octavi toni [G],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_8_all_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 1. Toccata in C major,https://kunstderfuge.com/-/mid.files/me/pachelbel_toccata_1_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 2. Toccata in d minor,https://kunstderfuge.com/-/mid.files/me/pachelbel_toccata_2_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 3. Toccata in D major,https://kunstderfuge.com/-/mid.files/me/pachelbel_toccata_3_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 4. Toccata in C major,https://kunstderfuge.com/-/mid.files/me/pachelbel_toccata_4_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 5. Toccata in C major,https://kunstderfuge.com/-/mid.files/me/pachelbel_toccata_5_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| Prelude and Fugue in e minor,https://kunstderfuge.com/-/mid.files/pachelbel/prelude_fugue_e_minor_%28luquet%29.mid, Pierre Luquet
"Pachelbel, J.",-| Toccata and Fugue in B flat major,https://kunstderfuge.com/-/mid.files/pachelbel/toccata_fugue_B_flat_major_%28luquet%29.mid, Pierre Luquet
"Pachelbel, J.",-| 1. Prelude in d minor,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_1_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 2. Prelude in E flat major,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_2_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 3. Prelude in G major,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_3_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 4. Prelude in g minor,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_4_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 5. Prelude in A major,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_5_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 6. Prelude in a minor,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_6_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 7. Prelude in d minor,https://kunstderfuge.com/-/mid.files/me/pachelbel_prelude_7_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.",-| 1. Ricercare in f sharp minor,https://kunstderfuge.com/-/mid.files/pachelbel/ricercare_f_sharp_minor_%28luquet%29.mid, Pierre Luquet
"Pachelbel, J.",-| 2. Ricercare in C major,https://kunstderfuge.com/-/mid.files/pachelbel/ricercare_C_major_%28luquet%29.mid, Pierre Luquet
"Pachelbel, J.",-| 3. Ricercare in c minor,https://kunstderfuge.com/-/mid.files/pachelbel/ricercare_c_minor_%28luquet%29.mid, Pierre Luquet
"Pachelbel, J.","-| Ach Gott vom Himmel, sieh darein",https://kunstderfuge.com/-/mid.files/me/pachelbel_choral_1_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.","-| Ach Gott vom Himmel, sieh darein",https://kunstderfuge.com/-/mid.files/me/pachelbel_choral_2_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.","-| Ach Herr, mich armen Sünder",https://kunstderfuge.com/-/mid.files/me/pachelbel_choral_3_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.","-| Ach Herr, mich armen Sünder",https://kunstderfuge.com/-/mid.files/me/pachelbel_choral_4_%28c%29simonetto.mid, Nausica Th. Classical
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Gelobet seist du, Jesu Christ",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_1_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Wenn wir in höchsten Nöten sein",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_2_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Wenn wir in höchsten Nöten sein",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_3_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  In dich Ich hab gehoffet",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_4_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Vom Himmel hoch da komm ich her",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_5_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Vater unser im Himmelreich",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_6_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Allein Gott in der Hoh sei Ehr'",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_7_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.","Organ Chorales (selection), arranged for 3/4 recorders-|  Durch Adams Fall ist ganz verderbt",https://kunstderfuge.com/-/mid.files/4/pachelbel_organ-recorders_chorales_8_%28c%29icking-archive.mid, Gil Garty
"Pachelbel, J.",-| Nun komm' der Heiden Heiland,https://kunstderfuge.com/-/mid.files/pachelbel/nun_komm_der_heiden_heiland_%28fenske%29.mid, David M. Fenske
"Pachelbel, J.",-| Vater unser im Himmelreich,https://kunstderfuge.com/-/mid.files/pachelbel/vater_unser_im_himmelreich_%28mccloskey%29.mid,Unknown
"Pachelbel, J.","-| Chorale Variations, Alle Menschen müssen sterben",https://kunstderfuge.com/-/mid.files/pachelbel/chorale_variations_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",-| An Wasserflüssen Babylon,https://kunstderfuge.com/-/mid.files/pachelbel/an_wasserflussen_babylon_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",-| Von Himmel hoch,https://kunstderfuge.com/-/mid.files/pachelbel/von_himmel_hoch_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",-| Allein Gott,https://kunstderfuge.com/-/mid.files/pachelbel/allein_gott_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",-| Komm Gott Schöpfer,https://kunstderfuge.com/-/mid.files/pachelbel/komm_gott_schoepfer_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",-| Nun lob mein Seel,https://kunstderfuge.com/-/mid.files/pachelbel/nun_lob_mein_seel_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",-| O Lamm Gottes,https://kunstderfuge.com/-/mid.files/pachelbel/o_lamm_gottes_%28c%29mccoy.mid, John McCoy
"Pachelbel, J.",Hexachordum Apollinis for organ or harpsichord (Leipzig 1699)-| 1. Aria Prima,https://kunstderfuge.com/-/mid.files/4/pachelbel_hexachordum_apollinis_1_%28c%29icking-archive.mid, Johan Tufvesson
"Pachelbel, J.",Hexachordum Apollinis for organ or harpsichord (Leipzig 1699)-| 2. Aria Secunda,https://kunstderfuge.com/-/mid.files/4/pachelbel_hexachordum_apollinis_2_%28c%29icking-archive.mid, Johan Tufvesson
"Pachelbel, J.",Hexachordum Apollinis for organ or harpsichord (Leipzig 1699)-| 3. Aria Tertia,https://kunstderfuge.com/-/mid.files/4/pachelbel_hexachordum_apollinis_3_%28c%29icking-archive.mid, Johan Tufvesson
"Pachelbel, J.",Hexachordum Apollinis for organ or harpsichord (Leipzig 1699)-| 4. Aria Quarta,https://kunstderfuge.com/-/mid.files/4/pachelbel_hexachordum_apollinis_4_%28c%29icking-archive.mid, Johan Tufvesson
"Pachelbel, J.",Hexachordum Apollinis for organ or harpsichord (Leipzig 1699)-| 5. Aria Quinta,https://kunstderfuge.com/-/mid.files/4/pachelbel_hexachordum_apollinis_5_%28c%29icking-archive.mid, Johan Tufvesson
"Pachelbel, J.",Hexachordum Apollinis for organ or harpsichord (Leipzig 1699)-| 6. Aria Sexta,https://kunstderfuge.com/-/mid.files/4/pachelbel_hexachordum_apollinis_6_%28c%29icking-archive.mid, Johan Tufvesson
"Pachelbel, J.",-| Ciacona F major,https://kunstderfuge.com/-/mid.files/pachelbel/ciacona_%28c%29mccoy.mid,Unknown
"Pachelbel, J.",-| 1/4-comma Meantone scale [Pietro Aaron's temperament] (1523),https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_fugues_2_8_[m4-t]_%28c%29simonetto.mid, Nausica Th. Classical. All rights reserved.
"Pachelbel, J.",-| 1/3-comma Meantone scale [Salinas],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_fugues_2_8_[m3-t]_%28c%29simonetto.mid, Nausica Th. Classical. All rights reserved.
"Pachelbel, J.",-| Andreas Werckmeister's temperament III [the most famous one] (1681),https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_fugues_2_8_[w-t]_%28c%29simonetto.mid, Nausica Th. Classical. All rights reserved.
"Pachelbel, J.",-| Kirnberger's well temperament [also called Kirnberger III],https://kunstderfuge.com/-/mid.files/me/pachelbel_magnificat_fugues_2_8_[k-t]_%28c%29simonetto.mid, Nausica Th. Classical. All rights reserved.
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Kyrie,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_1_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Gloria,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_2_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Credo,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_3_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Sanctus - Hosanna,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_4_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Benedictus,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_5_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Agnus dei 1,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_6_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| Agnus dei 2,https://kunstderfuge.com/-/mid.files/17/palestrina_missa_papae_marcelli_7_%28c%29icking-archive.mid, Fritz Brodersen
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 1. Kyrie,https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_1_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 2. Gloria,https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_2_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 3. Credo,https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_3_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 4. Sanctus - Hosanna,https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_4_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 5. Benedictus,https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_5_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 6a. Agnus dei (1),https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_6_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Papae Marcelli for choir SATTBB (SSAATB)-| 6b. Agnus dei (2),https://kunstderfuge.com/-/mid.files/palestrina_missa_papa_marcelli_7_%28c%29austin.mid," Robert Andreas Austin, thanks to Julia Hamilton"
Palestrina,Missa Sanctorum Meritis for choir a capella-| 1. Kyrie,https://kunstderfuge.com/-/mid.files/palestrina_meritis_missa_kyrie_%28mccloskey%29.mid,Unknown
Palestrina,Missa Sanctorum Meritis for choir a capella-| 2. Gloria,https://kunstderfuge.com/-/mid.files/palestrina_meritis_missa_gloria_%28mccloskey%29.mid,Unknown
Palestrina,Missa Sanctorum Meritis for choir a capella-| 3. Credo,https://kunstderfuge.com/-/mid.files/palestrina_meritis_missa_credo_%28mccloskey%29.mid,Unknown
Palestrina,"Missa Sanctorum Meritis for choir a capella-| 4. Sanctus, Benedictus",https://kunstderfuge.com/-/mid.files/palestrina_meritis_missa_sanctus_%28mccloskey%29.mid,Unknown
Palestrina,Missa Sanctorum Meritis for choir a capella-| 5. Agnus dei,https://kunstderfuge.com/-/mid.files/palestrina_meritis_missa_agnus_%28mccloskey%29.mid,Unknown
Palestrina,Missa Aeterna Christi munera-| 1. Kyrie,https://kunstderfuge.com/-/mid.files/21/palestrina_missa_aeterna_christi_munera_1_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,Missa Aeterna Christi munera-| 2. Gloria,https://kunstderfuge.com/-/mid.files/21/palestrina_missa_aeterna_christi_munera_2_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,Missa Aeterna Christi munera-| 4. Sanctus,https://kunstderfuge.com/-/mid.files/21/palestrina_missa_aeterna_christi_munera_4_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,Missa Aeterna Christi munera-| 4b. Benedictus,https://kunstderfuge.com/-/mid.files/21/palestrina_missa_aeterna_christi_munera_4b_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,Missa Aeterna Christi munera-| 5. Agnus Dei I,https://kunstderfuge.com/-/mid.files/21/palestrina_missa_aeterna_christi_munera_5_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,Missa Aeterna Christi munera-| 6. Agnus Dei II,https://kunstderfuge.com/-/mid.files/21/palestrina_missa_aeterna_christi_munera_6_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,"-| Ahi, che quest'occhi miei",https://kunstderfuge.com/-/mid.files/21/palestrina_ahi_che_quest'occhi_miei_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,-| Da così dotta man,https://kunstderfuge.com/-/mid.files/21/palestrina_da_così_dotta_man_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,-| I vaghi fiori,https://kunstderfuge.com/-/mid.files/21/palestrina_i_vaghi_fiori_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,-| Pose un gran foco nel mio petto amore,https://kunstderfuge.com/-/mid.files/21/palestrina_pose_un_gran_foco_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,-| Vedrassi prima,https://kunstderfuge.com/-/mid.files/21/palestrina_vedrassi_prima_%28c%29cipoo.mid, cipoo.net (under Free Art License). 
Palestrina,-| Canzona (Dies sanctificatus),https://kunstderfuge.com/-/mid.files/12/palestrina_canzona_dies_sanctificatus_%28c%29icking-archive.mid, Michel Rondeau
Palestrina,-| Canzona (Haec Dies),https://kunstderfuge.com/-/mid.files/12/palestrina_canzona_haec_dies_%28c%29icking-archive.mid, Michel Rondeau
Palestrina,-| Canzona (Surge Illuminare),https://kunstderfuge.com/-/mid.files/17/palestrina_canzona_surge_illuminare_%28c%29icking-archive.mid, Michel Rondeau
Poulenc,"-| Concert for organ, string orchestra and timpani",https://kunstderfuge.com/-/mid.files/poulenc_organ_concerto_%28c%29vanzetten-siu.mid, Ralph Van Zetten and David Siu (GM)
Poulenc,-| Mouvements perpetuel,https://kunstderfuge.com/-/mid.files/13/poulenc_mouvements_perpetuel_%28c%29siu.mid, David Siu
Poulenc,Motets pour le temps de Noël-| 1. O magnum mysterium,https://kunstderfuge.com/-/mid.files/13/poulenc_motets_pour_le_temp_de_noel_1_%28c%29siu.mid, David Siu
Poulenc,Motets pour le temps de Noël-| 2. Quem vidistis pastores dicite,https://kunstderfuge.com/-/mid.files/13/poulenc_motets_pour_le_temp_de_noel_2_%28c%29siu.mid, David Siu
Poulenc,Motets pour le temps de Noël-| 3. Videntes stellam,https://kunstderfuge.com/-/mid.files/13/poulenc_motets_pour_le_temp_de_noel_3_%28c%29siu.mid, David Siu
Poulenc,Motets pour le temps de Noël-| 4. Hodie Christus natus est,https://kunstderfuge.com/-/mid.files/13/poulenc_motets_pour_le_temp_de_noel_4_%28c%29siu.mid, David Siu
Poulenc,Motets pour un temps de pénitence-| 1. Timor et tremor,https://kunstderfuge.com/-/mid.files/poulenc_motets_1_%28c%29siu.mid, David Siu
Poulenc,Motets pour un temps de pénitence-| 2. Vinea mea electa,https://kunstderfuge.com/-/mid.files/poulenc_motets_2_%28c%29siu.mid, David Siu
Poulenc,Motets pour un temps de pénitence-| 3. Tenebrae factae sunt,https://kunstderfuge.com/-/mid.files/poulenc_motets_3_%28c%29siu.mid, David Siu
Poulenc,Motets pour un temps de pénitence-| 4. Tristis est anima mea,https://kunstderfuge.com/-/mid.files/poulenc_motets_4_%28c%29siu.mid, David Siu
Praetorius,Terpsichore-| 1. Courante CLXXXIII,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_1_%28c%29clark.mid,Unknown
Praetorius,Terpsichore-| 2. Courante CXVII,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_2_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 3. Gavotte 1 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_3_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 4. Gavotte 2 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_4_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 5. Gavotte 3 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_5_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 6. Gavotte 4 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_6_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 7. Gavotte 5 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_7_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 8. Gavotte 6 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_8_%28c%29clark.mid,Unknown
Praetorius,"Terpsichore-| 9. Gilotte 7 (part of I, a long dance suite)",https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_9_%28c%29clark.mid,Unknown
Praetorius,Terpsichore-| 10. Spagnoletta XXVII,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_a_%28c%29clark.mid,Unknown
Praetorius,Terpsichore-| 11. Bourrée,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_b_%28c%29clark.mid,Unknown
Praetorius,-| 12. Bourrée,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_c_%28c%29clark.mid,Unknown
Praetorius,-| 13. Ballet CCLXVIII,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_d_%28c%29clark.mid,Unknown
Praetorius,-| 14. Volte CCII,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_e_%28c%29clark.mid,Unknown
Praetorius,-| 15. Volte CCX,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_g_%28c%29clark.mid,Unknown
Praetorius,-| 16. La canarie,https://kunstderfuge.com/-/mid.files/ancient/praetorius/terpsichore_h_%28c%29clark.mid,Unknown
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 11. Frohlock o Tochter Zion fast",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_11_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 22. Gelobet seist du Jesu Christ",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_22_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 26. Vom Himmel hoch da komm ich her",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_26_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 36. Puer natus in Bethelehem / Ein Kind geborn zu Bethlehem",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_36_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 43. Parvulus nobis nascitur / Uns ist ein Kindlein heut geborn",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_43_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 44. Puer nobis nobis nascitur / Uns ist gborn ein Kindelein",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_44_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 49. Uns ist ein Kindlein heut geborn",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_49_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 54. Magnum nomen Domini",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_54_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 77. In natali Domini",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_77_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 88. Joachim a Burgk: Uns ist ein Kind geboren",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_88_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 91. Joachim a Burgk: Ihr lieben Kinder freuet euch",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_91_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 99. Christe der du bist Tag und Licht",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_99_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 100. Christe der du bist Tag und Licht (alternative PsTricks version)",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_100_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 168. Allein Gott in der Höh sei Ehr",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_168_%28c%29icking-archive.mid, Christian Mondrup
Praetorius,"Musae Sioniae for choir (SATB) (Sechster Teil, 1609)-| 194. Der Morgenstern ist aufgedrungen",https://kunstderfuge.com/-/mid.files/4/praetorius_musae_sioniae_194_%28c%29icking-archive.mid, Christian Mondrup
